pl_name,hostname,default_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,pl_rade_unc,pl_orbper_unc,pl_eqt_unc,st_teff_unc,st_rad_unc,st_mass_unc,proxy_habitable
HAT-P-69 b,HAT-P-69,1,18.786284,0.571659,-0.369897,4.7869491,1.8e-06,-2.1e-06,1930.0,80.0,-230.0,7394.0,360.0,-600.0,1.926,0.06,-0.031,1.648,0.058,-0.026,0.47077800000000003,1.95e-06,155.0,0.0455,0.0455,0.042,0
HAT-P-70 b,HAT-P-70,1,20.96083,1.68135,-1.1209,2.74432452,7.9e-07,-6.8e-07,2562.0,43.0,-52.0,8450.0,540.0,-690.0,1.858,0.119,-0.091,1.89,0.01,-0.013,1.401125,7.35e-07,47.5,0.105,0.105,0.0115,0
HAT-P-9 b,HAT-P-9,1,15.614137,0.751003,-0.728585,3.92281072,1.02e-06,-1.02e-06,1540.0,32.0,-30.0,6350.0,150.0,-150.0,1.338,0.065,-0.06,1.281,0.057,-0.056,0.7397940000000001,1.02e-06,31.0,0.0625,0.0625,0.0565,0
HATS-1 b,HATS-1,1,14.594,1.816,-1.098,3.446459,4e-06,-4e-06,1359.0,89.0,-59.0,5870.0,100.0,-100.0,1.038,0.128,-0.075,0.986,0.054,-0.054,1.457,4e-06,74.0,0.1015,0.1015,0.054,0
HATS-10 b,HATS-10,1,10.861521,0.683749,-0.504405,3.312846,5.8e-06,-5.8e-06,1407.0,39.0,-39.0,5880.0,120.0,-120.0,1.105,0.055,-0.04,1.101,0.054,-0.054,0.594077,5.8e-06,39.0,0.0475,0.0475,0.054,0
HATS-11 b,HATS-11,1,18.03,0.72,-0.72,3.619188,2.8e-05,-2.9e-05,1596.0,95.0,-94.0,6563.0,361.0,-361.0,1.54,0.06,-0.06,1.33,0.09,-0.09,0.72,2.85e-05,94.5,0.06,0.06,0.09,0
HATS-12 b,HATS-12,1,7.76,0.47,-0.47,3.142702,5.3e-05,-5.3e-05,1446.0,47.0,-47.0,6357.0,91.0,-91.0,1.17,0.07,-0.07,1.16,0.04,-0.04,0.47,5.3e-05,47.0,0.07,0.07,0.04,0
HATS-13 b,HATS-13,1,13.585308,0.392315,-0.392315,3.0440499,2.7e-06,-2.7e-06,1244.0,20.0,-20.0,5523.0,69.0,-69.0,0.887,0.019,-0.019,0.962,0.029,-0.029,0.392315,2.7e-06,20.0,0.019,0.019,0.029,0
HATS-14 b,HATS-14,1,11.646151,0.358688,-0.246598,2.7667641,2.7e-06,-2.7e-06,1276.0,20.0,-20.0,5346.0,60.0,-60.0,0.933,0.023,-0.015,0.967,0.024,-0.024,0.302643,2.7e-06,20.0,0.019,0.019,0.024,0
HATS-15 b,HATS-15,1,12.385945,0.44836,-0.44836,1.74748753,9.4e-07,-9.4e-07,1505.0,30.0,-30.0,5311.0,77.0,-77.0,0.922,0.027,-0.027,0.871,0.023,-0.023,0.44836,9.4e-07,30.0,0.027,0.027,0.023,0
HATS-16 b,HATS-16,1,14.5717,1.68135,-1.68135,2.686502,1.1e-05,-1.1e-05,1592.0,61.0,-82.0,5738.0,79.0,-79.0,1.238,0.097,-0.127,0.97,0.035,-0.035,1.68135,1.1e-05,71.5,0.112,0.112,0.035,0
HATS-17 b,HATS-17,1,8.709393,0.627704,-0.627704,16.254611,7.3e-05,-7.3e-05,814.0,25.0,-25.0,5846.0,78.0,-78.0,1.091,0.07,-0.046,1.131,0.03,-0.03,0.627704,7.3e-05,25.0,0.058,0.058,0.03,0
HATS-18 b,HATS-18,1,14.896761,0.840675,-0.840675,0.83784,4.7e-07,-4.7e-07,2069.48,45.0,-45.0,5600.0,120.0,-120.0,1.02,0.057,-0.031,1.037,0.047,-0.047,0.840675,4.7e-07,45.0,0.044,0.044,0.047,0
HATS-22 b,HATS-22,1,10.682177,0.538032,-0.325061,4.7228124,5.2e-06,-5.2e-06,858.0,24.0,-17.0,4803.0,55.0,-55.0,0.689,0.028,-0.018,0.759,0.019,-0.019,0.43154649999999994,5.2e-06,20.5,0.023,0.023,0.019,0
HATS-23 b,HATS-23,1,20.84874,3.3627,-4.4836,2.1605156,4.5e-06,-4.5e-06,1654.0,54.0,-54.0,5780.0,120.0,-120.0,1.199,0.061,-0.081,1.121,0.046,-0.046,3.9231499999999997,4.5e-06,54.0,0.07100000000000001,0.07100000000000001,0.046,0
HATS-24 b,HATS-24,1,15.636555,0.638913,-0.638913,1.3484978,9e-07,-9e-07,2166.0,53.0,-53.0,6125.0,94.0,-94.0,1.12,0.044,-0.047,1.07,0.032,-0.046,0.638913,9e-07,53.0,0.0455,0.0455,0.039,0
HATS-25 b,HATS-25,1,14.12334,1.1209,-1.1209,4.2986432,4.5e-06,-4.5e-06,1277.0,42.0,-42.0,5715.0,73.0,-73.0,1.107,0.069,-0.069,0.994,0.035,-0.035,1.1209,4.5e-06,42.0,0.069,0.069,0.035,0
HATS-26 b,HATS-26,1,19.61575,2.35389,-2.35389,3.3023881,7.6e-06,-7.6e-06,1918.0,61.0,-61.0,6071.0,81.0,-81.0,2.04,0.15,-0.11,1.299,0.113,-0.056,2.35389,7.6e-06,61.0,0.13,0.13,0.0845,0
HATS-27 b,HATS-27,1,16.8135,2.2418,-1.23299,4.637038,1.4e-05,-1.4e-05,1659.0,66.0,-46.0,6438.0,64.0,-64.0,1.74,0.17,-0.1,1.415,0.048,-0.048,1.737395,1.4e-05,56.0,0.135,0.135,0.048,0
HATS-28 b,HATS-28,1,13.383546,0.78463,-0.78463,3.1810781,3.9e-06,-3.9e-06,1253.0,35.0,-35.0,5498.0,84.0,-84.0,0.922,0.04,-0.04,0.929,0.036,-0.036,0.78463,3.9e-06,35.0,0.04,0.04,0.036,0
HATS-29 b,HATS-29,1,14.022459,0.683749,-0.683749,4.6058749,6.3e-06,-6.3e-06,1212.0,30.0,-30.0,5670.0,110.0,-110.0,1.073,0.038,-0.038,1.032,0.049,-0.049,0.683749,6.3e-06,30.0,0.038,0.038,0.049,0
HATS-3 b,HATS-3,1,15.48,0.392,-0.392,3.547851,5e-06,-5e-06,1648.0,24.0,-24.0,6351.0,76.0,-76.0,1.404,0.03,-0.03,1.209,0.036,-0.036,0.392,5e-06,24.0,0.03,0.03,0.036,0
HATS-30 b,HATS-30,1,13.170575,0.582868,-0.582868,3.1743516,2.6e-06,-2.6e-06,1414.0,32.0,-32.0,5943.0,70.0,-70.0,1.061,0.039,-0.039,1.093,0.031,-0.031,0.582868,2.6e-06,32.0,0.039,0.039,0.031,0
HATS-31 b,HATS-31,1,18.38276,2.46598,-2.46598,3.37796,1.2e-05,-1.2e-05,1823.0,81.0,-81.0,6050.0,120.0,-120.0,1.87,0.18,-0.18,1.275,0.096,-0.096,2.46598,1.2e-05,81.0,0.18,0.18,0.096,0
HATS-32 b,HATS-32,1,14.000041,1.614096,-1.076064,2.8126548,5.5e-06,-5.5e-06,1437.0,58.0,-58.0,5700.0,110.0,-110.0,1.097,0.098,-0.063,1.099,0.044,-0.044,1.3450799999999998,5.5e-06,58.0,0.0805,0.0805,0.044,0
HATS-33 b,HATS-33,1,13.78707,1.255408,-0.907929,2.5495551,6.1e-06,-6.1e-06,1429.0,38.0,-38.0,5659.0,85.0,-85.0,1.022,0.05,-0.037,1.062,0.032,-0.032,1.0816685000000001,6.1e-06,38.0,0.0435,0.0435,0.032,0
HATS-34 b,HATS-34,1,16.02887,2.12971,-2.12971,2.1061607,4.7e-06,-4.7e-06,1445.0,42.0,-42.0,5380.0,73.0,-73.0,0.98,0.047,-0.047,0.955,0.031,-0.031,2.12971,4.7e-06,42.0,0.047,0.047,0.031,0
HATS-35 b,HATS-35,1,16.409976,0.773421,-0.493196,1.8209993,1.6e-06,-1.6e-06,2037.0,43.0,-43.0,6300.0,100.0,-100.0,1.433,0.056,-0.038,1.317,0.04,-0.04,0.6333085,1.6e-06,43.0,0.047,0.047,0.04,0
HATS-36 b,HATS-36,1,12.92,0.38,-0.38,4.175186,3.3e-05,-3.3e-05,1203.0,25.0,-24.0,5950.0,83.0,-83.0,1.1,0.03,-0.03,1.1,0.04,-0.04,0.38,3.3e-05,24.5,0.03,0.03,0.04,0
HATS-37 A b,HATS-37 A,1,6.792654,0.179344,-0.179344,4.3315366,4.1e-06,-4.1e-06,1085.0,16.0,-12.0,5326.0,44.0,-44.0,0.877,0.019,-0.012,0.843,0.017,-0.012,0.179344,4.1e-06,14.0,0.0155,0.0155,0.0145,0
HATS-38 b,HATS-38,1,6.882326,0.190553,-0.190553,4.375021,1e-05,-1e-05,1294.0,10.0,-10.0,5732.0,25.0,-25.0,1.105,0.016,-0.016,0.89,0.016,-0.012,0.190553,1e-05,10.0,0.016,0.016,0.014,0
HATS-39 b,HATS-39,1,17.59813,1.34508,-1.34508,4.5776348,7.3e-06,-7.3e-06,1645.0,43.0,-43.0,6572.0,83.0,-83.0,1.621,0.085,-0.085,1.379,0.04,-0.04,1.34508,7.3e-06,43.0,0.085,0.085,0.04,0
HATS-4 b,HATS-4,1,11.433,0.415,-0.415,2.516729,2e-06,-2e-06,1315.0,21.0,-21.0,5403.0,50.0,-50.0,0.925,0.022,-0.022,1.001,0.02,-0.02,0.415,2e-06,21.0,0.022,0.022,0.02,0
HATS-40 b,HATS-40,1,17.71022,1.79344,-1.34508,3.2642736,5.8e-06,-5.8e-06,2101.0,69.0,-69.0,6460.0,130.0,-130.0,2.26,0.18,-0.11,1.561,0.069,-0.069,1.5692599999999999,5.8e-06,69.0,0.145,0.145,0.069,0
HATS-41 b,HATS-41,1,14.90797,3.25061,-2.2418,4.193649,1.3e-05,-1.3e-05,1710.0,170.0,-120.0,6424.0,91.0,-91.0,1.71,0.36,-0.24,1.496,0.115,-0.078,2.746205,1.3e-05,145.0,0.3,0.3,0.0965,0
HATS-42 b,HATS-42,1,15.6926,2.80225,-1.56926,2.292102,2.1e-06,-2.1e-06,1856.0,105.0,-76.0,6060.0,120.0,-120.0,1.48,0.2,-0.12,1.273,0.067,-0.067,2.185755,2.1e-06,90.5,0.16,0.16,0.067,0
HATS-43 b,HATS-43,1,13.22662,0.56045,-0.56045,4.3888497,5.9e-06,-5.9e-06,1003.0,27.0,-27.0,5099.0,61.0,-61.0,0.812,0.032,-0.032,0.837,0.023,-0.023,0.56045,5.9e-06,27.0,0.032,0.032,0.023,0
HATS-44 b,HATS-44,1,11.960003,1.401125,-0.795839,2.7439004,3.2e-06,-3.2e-06,1161.0,34.0,-34.0,5080.0,100.0,-100.0,0.847,0.036,-0.036,0.86,0.021,-0.021,1.098482,3.2e-06,34.0,0.036,0.036,0.021,0
HATS-45 b,HATS-45,1,14.414774,1.042437,-1.042437,4.1876244,5.6e-06,-5.6e-06,1518.0,45.0,-45.0,6450.0,110.0,-110.0,1.315,0.064,-0.064,1.272,0.048,-0.048,1.042437,5.6e-06,45.0,0.064,0.064,0.048,0
HATS-46 b,HATS-46,1,10.121727,0.650122,-0.504405,4.7423729,4.9e-06,-4.9e-06,1054.0,29.0,-29.0,5495.0,69.0,-69.0,0.853,0.04,-0.03,0.917,0.027,-0.027,0.5772634999999999,4.9e-06,29.0,0.035,0.035,0.027,0
HATS-47 b,HATS-47,1,12.520453,0.156926,-0.156926,3.9228038,2.2e-06,-2.2e-06,852.9,4.7,-4.7,4512.0,19.0,-19.0,0.6564,0.0055,-0.0055,0.674,0.016,-0.012,0.156926,2.2e-06,4.7,0.0055,0.0055,0.014,0
HATS-48 A b,HATS-48 A,1,8.9672,0.168135,-0.168135,3.1316666,3.7e-06,-3.7e-06,954.6,4.8,-4.8,4546.0,23.0,-18.0,0.7152,0.0038,-0.0038,0.7279,0.0066,-0.0066,0.168135,3.7e-06,4.8,0.0038,0.0038,0.0066,0
HATS-49 b,HATS-49,1,8.574885,0.145717,-0.145717,4.1480467,3.7e-06,-3.7e-06,834.8,3.6,-3.6,4405.0,15.0,-15.0,0.6977,0.0055,-0.0055,0.7133,0.0075,-0.0075,0.145717,3.7e-06,3.6,0.0055,0.0055,0.0075,0
HATS-5 b,HATS-5,1,10.223,0.28,-0.28,4.763387,1e-05,-1e-05,1025.0,17.0,-17.0,5304.0,50.0,-50.0,0.871,0.023,-0.023,0.936,0.028,-0.028,0.28,1e-05,17.0,0.023,0.023,0.028,0
HATS-51 b,HATS-51,1,15.80469,2.12971,-2.12971,3.3488702,3.9e-06,-3.9e-06,1553.0,92.0,-92.0,5758.0,58.0,-58.0,1.44,0.18,-0.18,1.187,0.06,-0.06,2.12971,3.9e-06,92.0,0.18,0.18,0.06,0
HATS-52 b,HATS-52,1,15.490838,0.963974,-0.963974,1.36665436,9.4e-07,-9.4e-07,1834.0,73.0,-73.0,6010.0,150.0,-150.0,1.046,0.058,-0.058,1.111,0.054,-0.054,0.963974,9.4e-07,73.0,0.058,0.058,0.054,0
HATS-53 b,HATS-53,1,15.02006,0.627704,-0.627704,3.8537768,3.8e-06,-3.8e-06,1312.0,25.0,-25.0,5644.0,94.0,-94.0,1.101,0.031,-0.024,0.964,0.04,-0.04,0.627704,3.8e-06,25.0,0.0275,0.0275,0.04,0
HATS-54 b,HATS-54,1,11.37711541,0.26901554,-0.26901554,2.5441765,2.4e-06,-2.4e-06,1429.0,24.0,-24.0,5621.0,70.0,-70.0,1.23,0.02,-0.02,1.05,0.05,-0.05,0.26901554,2.4e-06,24.0,0.02,0.02,0.05,0
HATS-55 b,HATS-55,1,14.022459,0.291434,-0.291434,4.2042001,3.3e-06,-3.3e-06,1367.0,10.0,-10.0,6214.0,36.0,-36.0,1.126,0.011,-0.011,1.1955,0.0091,-0.0119,0.291434,3.3e-06,10.0,0.011,0.011,0.0105,0
HATS-56 b,HATS-56,1,18.920792,0.437151,-0.616495,4.324799,2.7e-05,-2.7e-05,1902.0,16.0,-16.0,6536.0,31.0,-31.0,2.201,0.036,-0.036,1.573,0.017,-0.017,0.526823,2.7e-05,16.0,0.036,0.036,0.017,0
HATS-57 b,HATS-57,1,12.767051,0.313852,-0.313852,2.350621,1.3e-06,-1.3e-06,1413.4,9.7,-9.7,5587.0,19.0,-19.0,0.96,0.011,-0.011,1.026,0.019,-0.026,0.313852,1.3e-06,9.7,0.011,0.011,0.0225,0
HATS-58 A b,HATS-58 A,1,12.273855,0.694958,-0.694958,4.2180896,8.9e-06,-8.9e-06,1721.0,34.0,-34.0,7175.0,54.0,-54.0,1.433,0.059,-0.059,1.461,0.043,-0.043,0.694958,8.9e-06,34.0,0.059,0.059,0.043,0
HATS-59 b,HATS-59,1,12.621334,0.863093,-0.863093,5.416081,1.6e-05,-1.6e-05,1128.0,40.0,-40.0,5670.0,91.0,-91.0,1.036,0.067,-0.067,1.038,0.039,-0.039,0.863093,1.6e-05,40.0,0.067,0.067,0.039,0
HATS-6 b,HATS-6,1,11.186582,0.212971,-0.212971,3.3252725,2.1e-06,-2.1e-06,712.8,5.1,-5.1,3724.0,18.0,-18.0,0.57,0.011,-0.011,0.574,0.02,-0.027,0.212971,2.1e-06,5.1,0.011,0.011,0.0235,0
HATS-60 b,HATS-60,1,12.923977,0.594077,-0.594077,3.560829,3.2e-05,-3.2e-05,1528.0,11.0,-11.0,5688.0,20.0,-20.0,1.46,0.024,-0.024,1.097,0.01,-0.016,0.594077,3.2e-05,11.0,0.024,0.024,0.013000000000000001,0
HATS-61 b,HATS-61,1,13.394755,0.751003,-0.751003,7.817953,2.4e-05,-2.4e-05,1226.1,7.3,-7.3,5542.0,21.0,-21.0,1.664,0.024,-0.024,1.076,0.014,-0.014,0.751003,2.4e-05,7.3,0.024,0.024,0.014,0
HATS-62 b,HATS-62,1,11.825495,0.280225,-0.280225,3.2768837,3.3e-06,-3.3e-06,1237.0,12.0,-12.0,5416.0,19.0,-13.0,0.933,0.019,-0.013,0.896,0.015,-0.01,0.280225,3.3e-06,12.0,0.016,0.016,0.0125,0
HATS-63 b,HATS-63,1,13.529263,0.437151,-0.437151,3.0566527,4.9e-06,-4.9e-06,1398.3,9.0,-9.0,5627.0,18.0,-18.0,1.07,0.012,-0.012,0.931,0.019,-0.019,0.437151,4.9e-06,9.0,0.012,0.012,0.019,0
HATS-64 b,HATS-64,1,18.819911,0.907929,-0.907929,4.908897,1.3e-05,-1.3e-05,1793.0,27.0,-27.0,6554.0,27.0,-27.0,2.113,0.071,-0.071,1.564,0.028,-0.028,0.907929,1.3e-05,27.0,0.071,0.071,0.028,0
HATS-65 b,HATS-65,1,16.824709,0.56045,-0.56045,3.105161,1.6e-06,-1.6e-06,1634.0,18.0,-18.0,6277.0,30.0,-30.0,1.31,0.027,-0.027,1.257,0.028,-0.028,0.56045,1.6e-06,18.0,0.027,0.027,0.028,0
HATS-66 b,HATS-66,1,15.815899,0.941556,-0.941556,3.1414391,7.4e-06,-7.4e-06,1998.0,21.0,-21.0,6626.0,35.0,-35.0,1.841,0.041,-0.041,1.411,0.022,-0.022,0.941556,7.4e-06,21.0,0.041,0.041,0.022,0
HATS-67 b,HATS-67,1,18.887165,0.526823,-0.526823,1.6091788,4e-06,-4e-06,2193.0,22.0,-22.0,6594.0,33.0,-33.0,1.441,0.026,-0.026,1.435,0.021,-0.021,0.526823,4e-06,22.0,0.026,0.026,0.021,0
HATS-68 b,HATS-68,1,13.809488,0.437151,-0.325061,3.5862202,4.7e-06,-4.7e-06,1741.0,12.0,-12.0,6147.0,22.0,-22.0,1.748,0.026,-0.026,1.351,0.014,-0.014,0.381106,4.7e-06,12.0,0.026,0.026,0.014,0
HATS-69 b,HATS-69,1,10.592505,0.246598,-0.246598,2.2252577,1.9e-06,-1.9e-06,1295.7,6.9,-6.9,5137.0,16.0,-16.0,0.8785,0.0077,-0.0077,0.892,0.011,-0.016,0.246598,1.9e-06,6.9,0.0077,0.0077,0.0135,0
HATS-7 b,HATS-7,1,6.310667,0.515614,-0.381106,3.185315,5.4e-06,-5.4e-06,1084.0,32.0,-32.0,4985.0,50.0,-50.0,0.815,0.049,-0.035,0.849,0.027,-0.027,0.44836,5.4e-06,32.0,0.042,0.042,0.027,0
HATS-70 b,HATS-70,1,15.513256,0.885511,-0.829466,1.8882378,1.5e-06,-1.5e-06,2730.0,140.0,-160.0,7930.0,630.0,-820.0,1.881,0.059,-0.066,1.78,0.12,-0.12,0.8574885000000001,1.5e-06,150.0,0.0625,0.0625,0.12,0
HATS-71 b,HATS-71,1,11.478016,0.201762,-0.201762,3.7955202,1e-06,-1e-06,586.8,2.3,-2.3,3405.0,10.0,-10.0,0.4783,0.006,-0.006,0.4861,0.006,-0.006,0.201762,1e-06,2.3,0.006,0.006,0.006,0
HATS-72 b,HATS-72,1,8.0973816,0.0358688,-0.0358688,7.3279474,1.6e-06,-1.6e-06,739.3,1.6,-1.6,4656.1,8.9,-8.9,0.7214,0.0021,-0.0021,0.7311,0.0028,-0.0028,0.0358688,1.6e-06,1.6,0.0021,0.0021,0.0028,0
HATS-74 A b,HATS-74 A,1,11.56766808,0.23538859,-0.23538859,1.73185606,5.5e-07,-5.5e-07,895.1,5.7,-5.7,3776.9,9.5,-9.5,0.5758,0.0055,-0.0055,0.601,0.008,-0.008,0.23538859,5.5e-07,5.7,0.0055,0.0055,0.008,0
HATS-75 b,HATS-75,1,9.90873894,0.14571675,-0.14571675,2.7886556,1.1e-06,-1.1e-06,772.3,2.3,-2.3,3790.4,5.7,-5.7,0.5848,0.0026,-0.0026,0.6017,0.0074,-0.0055,0.14571675,1.1e-06,2.3,0.0026,0.0026,0.00645,0
HATS-76 b,HATS-76,1,12.09449018,0.3474784,-0.3474784,1.9416423,1.4e-06,-1.4e-06,939.8,6.7,-6.7,4016.0,17.0,-17.0,0.6259,0.0079,-0.0079,0.662,0.016,-0.021,0.3474784,1.4e-06,6.7,0.0079,0.0079,0.018500000000000003,0
HATS-77 b,HATS-77,1,13.05846252,0.23538859,-0.23538859,3.0876262,1.6e-06,-1.6e-06,828.3,5.9,-5.9,4071.0,13.0,-13.0,0.6428,0.0066,-0.0066,0.655,0.014,-0.014,0.23538859,1.6e-06,5.9,0.0066,0.0066,0.014,0
HATS-8 b,HATS-8,1,9.785457,1.378707,-0.840675,3.583893,1e-05,-1e-05,1324.0,79.0,-38.0,5679.0,50.0,-50.0,1.086,0.149,-0.059,1.056,0.037,-0.037,1.109691,1e-05,58.5,0.104,0.104,0.037,0
HATS-9 b,HATS-9,1,13.85,0.35,-0.35,1.915291,1.9e-05,-1.8e-05,1746.0,36.0,-36.0,5599.0,85.0,-85.0,1.56,0.04,-0.04,1.1,0.05,-0.05,0.35,1.8500000000000002e-05,36.0,0.04,0.04,0.05,0
HD 101581 b,HIP 56998,1,0.956,0.061,-0.063,4.46569,0.00029,-0.00032,834.0,23.0,-23.0,4675.0,53.0,-53.0,0.63,0.027,-0.027,0.653,0.028,-0.028,0.062,0.00030500000000000004,23.0,0.027,0.027,0.028,0
HD 101581 c,HIP 56998,1,0.99,0.07,-0.07,6.20401,0.00054,-0.00044,747.0,21.0,-20.0,4675.0,53.0,-53.0,0.63,0.027,-0.027,0.653,0.028,-0.028,0.07,0.00049,20.5,0.027,0.027,0.028,0
HD 106315 b,HD 106315,1,2.44,0.17,-0.17,9.55237,0.00089,-0.00089,1153.0,25.0,-25.0,6327.0,48.0,-48.0,1.296,0.058,-0.058,1.091,0.036,-0.036,0.17,0.00089,25.0,0.058,0.058,0.036,0
HD 106315 c,HD 106315,1,4.35,0.23,-0.23,21.05704,0.00046,-0.00046,886.0,20.0,-20.0,6327.0,48.0,-48.0,1.296,0.058,-0.058,1.091,0.036,-0.036,0.23,0.00046,20.0,0.058,0.058,0.036,0
HD 110067 b,HD 110067,1,2.2,0.03,-0.03,9.113678,1e-05,-1e-05,800.0,10.0,-10.0,5266.0,64.0,-64.0,0.788,0.008,-0.008,0.798,0.042,-0.042,0.03,1e-05,10.0,0.008,0.008,0.042,0
HD 110067 c,HD 110067,1,2.388,0.036,-0.036,13.673694,2.4e-05,-2.4e-05,699.0,9.0,-9.0,5266.0,64.0,-64.0,0.788,0.008,-0.008,0.798,0.042,-0.042,0.036,2.4e-05,9.0,0.008,0.008,0.042,0
HD 110067 d,HD 110067,1,2.852,0.039,-0.039,20.519617,4e-05,-4e-05,602.0,8.0,-8.0,5266.0,64.0,-64.0,0.788,0.008,-0.008,0.798,0.042,-0.042,0.039,4e-05,8.0,0.008,0.008,0.042,0
HD 110067 e,HD 110067,1,1.94,0.04,-0.04,30.793091,1.2e-05,-1.2e-05,533.0,7.0,-7.0,5266.0,64.0,-64.0,0.788,0.008,-0.008,0.798,0.042,-0.042,0.04,1.2e-05,7.0,0.008,0.008,0.042,0
HD 110067 f,HD 110067,1,2.601,0.042,-0.042,41.05854,0.0001,-0.0001,489.0,6.0,-6.0,5266.0,64.0,-64.0,0.788,0.008,-0.008,0.798,0.042,-0.042,0.042,0.0001,6.0,0.008,0.008,0.042,0
HD 110067 g,HD 110067,1,2.607,0.052,-0.052,54.76992,0.0002,-0.0002,440.0,6.0,-6.0,5266.0,64.0,-64.0,0.788,0.008,-0.008,0.798,0.042,-0.042,0.052,0.0002,6.0,0.008,0.008,0.042,0
HD 110113 b,HD 110113,1,2.05,0.12,-0.12,2.541,0.0005,-0.001,1371.0,14.0,-14.0,5732.0,50.0,-50.0,0.968,0.018,-0.018,0.997,0.06,-0.06,0.12,0.00075,14.0,0.018,0.018,0.06,0
HD 118203 b,HD 118203,1,12.778238,0.32506044,-0.32506044,6.1349779,2e-06,-2e-06,1361.0,23.0,-22.0,5742.0,93.0,-95.0,2.04,0.03,-0.03,1.27,0.028,-0.032,0.32506044,2e-06,22.5,0.03,0.03,0.03,0
HD 136352 b,HD 136352,1,1.664,0.043,-0.043,11.57797,8e-05,-0.00013,905.0,14.0,-14.0,5664.0,61.0,-61.0,1.058,0.019,-0.019,0.87,0.04,-0.04,0.043,0.000105,14.0,0.019,0.019,0.04,0
HD 136352 c,HD 136352,1,2.916,0.075,-0.073,27.59221,0.00011,-0.00011,677.0,11.0,-11.0,5664.0,61.0,-61.0,1.058,0.019,-0.019,0.87,0.04,-0.04,0.074,0.00011,11.0,0.019,0.019,0.04,0
HD 136352 d,HD 136352,1,2.562,0.088,-0.079,107.245,0.05,-0.05,431.0,7.0,-7.0,5664.0,61.0,-61.0,1.058,0.019,-0.019,0.87,0.04,-0.04,0.08349999999999999,0.05,7.0,0.019,0.019,0.04,0
HD 137496 b,HD 137496,1,1.31,0.06,-0.05,1.62116,7.91e-05,-8.06e-05,2130.0,30.0,-29.0,5799.0,61.0,-61.0,1.59,0.03,-0.03,1.04,0.02,-0.02,0.055,7.984999999999999e-05,29.5,0.03,0.03,0.02,0
HD 1397 b,HD 1397,1,11.500434,0.280225,-0.302643,11.53533,0.00079,-0.0008,1228.3,10.0,-9.9,5521.0,60.0,-60.0,2.336,0.052,-0.059,1.324,0.042,-0.046,0.29143399999999997,0.000795,9.95,0.055499999999999994,0.055499999999999994,0.044,0
HD 15906 b,HD 15906,1,2.24,0.08,-0.08,10.924709,3.2e-05,-3.2e-05,668.0,13.0,-13.0,4757.0,89.0,-89.0,0.762,0.005,-0.005,0.79,0.02,-0.036,0.08,3.2e-05,13.0,0.005,0.005,0.027999999999999997,0
HD 15906 c,HD 15906,1,2.93,0.07,-0.06,21.583298,5.2e-05,-5.5e-05,532.0,10.0,-10.0,4757.0,89.0,-89.0,0.762,0.005,-0.005,0.79,0.02,-0.036,0.065,5.35e-05,10.0,0.005,0.005,0.027999999999999997,0
HD 17156 b,HD 17156,1,12.26262489,0.3474784,-0.33626942,21.2164294,6.1e-06,-6.1e-06,888.0,12.0,-11.0,6046.0,76.0,-72.0,1.517,0.038,-0.036,1.285,0.064,-0.062,0.34187391,6.1e-06,11.5,0.037,0.037,0.063,0
HD 183579 b,HD 183579,1,3.49,0.07,-0.064,17.471291,2.7e-05,-2.8e-05,752.0,10.0,-10.0,5784.0,61.0,-61.0,0.96,0.006,-0.006,0.996,0.049,-0.049,0.067,2.7499999999999998e-05,10.0,0.006,0.006,0.049,0
HD 191939 b,HD 191939,1,3.41,0.075,-0.075,8.8803256,4.7e-06,-4.7e-06,880.0,20.0,-20.0,5348.0,100.0,-100.0,0.94,0.02,-0.02,0.81,0.04,-0.04,0.075,4.7e-06,20.0,0.02,0.02,0.04,0
HD 191939 c,HD 191939,1,3.195,0.075,-0.075,28.579743,4.5e-05,-4.5e-05,600.0,13.0,-13.0,5348.0,100.0,-100.0,0.94,0.02,-0.02,0.81,0.04,-0.04,0.075,4.5e-05,13.0,0.02,0.02,0.04,0
HD 191939 d,HD 191939,1,2.995,0.07,-0.07,38.353037,6e-05,-6e-05,540.0,11.0,-11.0,5348.0,100.0,-100.0,0.94,0.02,-0.02,0.81,0.04,-0.04,0.07,6e-05,11.0,0.02,0.02,0.04,0
HD 202772 A b,HD 202772 A,1,17.317905,0.582868,-0.67254,3.308958,8.3e-05,-8.3e-05,2132.0,28.0,-30.0,6272.0,77.0,-71.0,2.591,0.078,-0.093,1.72,0.064,-0.066,0.627704,8.3e-05,29.0,0.08549999999999999,0.08549999999999999,0.065,0
HD 20329 b,HD 20329,1,1.72,0.07,-0.07,0.926118,5e-05,-4.3e-05,2141.0,27.0,-27.0,5596.0,50.0,-50.0,1.13,0.02,-0.02,0.9,0.05,-0.05,0.07,4.6500000000000005e-05,27.0,0.02,0.02,0.05,0
HD 207496 b,HD 207496,1,2.25,0.12,-0.1,6.441008,1.1e-05,-1.1e-05,743.0,26.0,-26.0,4819.0,94.0,-94.0,0.769,0.026,-0.026,0.8,0.04,-0.04,0.11,1.1e-05,26.0,0.026,0.026,0.04,0
